Samples,Class_diet,Class_wght,Order,Batch,235.9261_0.47,356.9275_0.55,434.8719_0.56,288.9364_0.56,304.9139_0.56,146.9612_0.56,130.9663_0.56,158.9786_0.56,174.9561_0.57,114.9888_0.57,226.9672_0.57,112.9856_0.61,306.9189_0.61,203.0205_0.69,78.9512_0.69,395.0961_0.69,286.7720_0.69,578.5618_0.70,794.4212_0.70,576.5647_0.70,620.5464_0.70,618.5492_0.70,556.5961_0.70,284.7747_0.70,566.7784_0.70,564.7813_0.70,94.9249_0.70,92.9278_0.70,460.6474_0.70,520.6032_0.70,518.6061_0.70,214.8363_0.70,516.6091_0.70,96.9221_0.70,564.5849_0.70,562.5877_0.70,560.5907_0.70,558.5934_0.70,498.6379_0.70,274.9885_0.70,272.9913_0.70,448.6675_0.70,458.6505_0.70,506.6266_0.70,272.7949_0.70,440.6793_0.70,330.7535_0.70,266.8037_0.70,270.7978_0.70,268.8008_0.70,208.8451_0.70,324.7622_0.70,502.6322_0.70,212.8393_0.70,500.6351_0.70,504.6292_0.70,328.7564_0.70,210.8422_0.70,382.7208_0.70,326.7593_0.70,446.6707_0.70,444.6737_0.70,388.7122_0.70,442.6765_0.70,386.7151_0.70,384.7180_0.70,145.0619_0.70,154.8807_0.70,252.8271_0.70,152.8836_0.70,150.8866_0.70,76.9541_0.71,215.0327_0.71,124.0074_0.71,146.0459_0.71,164.8361_0.72,162.8390_0.72,160.8420_0.72,199.8049_0.75,193.8154_0.75,195.8109_0.75,197.8079_0.75,201.8019_0.75,163.8467_0.76,161.8498_0.77,207.8367_0.77,205.8397_0.77,125.8732_0.78,127.8702_0.78,226.9963_0.79,173.0091_0.80,179.0561_0.80,144.9673_0.82,146.0823_0.83,87.0086_0.84,154.9281_0.84,243.0622_0.84,116.0718_0.84,101.0244_0.92,133.0142_0.93,145.0143_0.94,135.0312_0.96,146.9830_0.97,201.0381_0.97,185.0643_0.97,231.9675_0.97,89.0243_0.97,78.9589_0.97,96.9694_0.97,208.9830_0.99,128.0354_1.03,383.1224_1.15,163.0401_1.15,216.0433_1.16,300.0250_1.16,248.0540_1.16,180.0667_1.16,189.0405_1.17,292.1402_1.18,117.0194_1.27,130.0874_1.27,267.0735_1.30,134.8653_1.52,132.8677_1.52,103.0402_1.56,115.0402_1.98,147.0452_2.11,164.0718_2.11,232.0592_2.12,117.0558_2.71,116.0506_2.87,203.0827_2.88,271.0701_2.89,181.0508_2.92,129.0558_3.21,181.0063_3.26,198.0328_3.27,266.0201_3.28,374.2219_3.44,178.0511_3.54,134.0612_3.54,212.0024_3.54,330.0960_3.54,129.0559_3.54,281.1009_3.55,246.0386_3.55,197.0433_3.55,167.0384_3.62,230.0129_3.75,131.0715_3.81,74.0246_3.90,192.0668_3.90,283.0825_4.06,187.0072_4.11,253.0178_4.19,173.0820_4.20,226.0180_4.59,204.0667_4.61,181.0541_4.65,187.0978_4.90,144.0456_4.94,498.2896_5.87,229.0541_5.97,464.3019_6.26,465.3052_6.62,533.2926_6.62,601.2797_6.62,452.3018_6.66,448.3068_6.66,329.2334_7.09,453.2859_7.23,407.2803_7.57,448.3069_7.65,391.2854_7.75,437.2910_7.76,329.2334_7.86,361.9981_8.57,562.3148_8.61,538.3150_8.83,338.9821_8.93,476.2784_9.14,504.3096_9.19,632.3179_9.19,564.3307_9.19,588.3307_9.22,315.2541_9.26,614.3464_9.48,676.3053_9.60,480.3097_9.62,608.3179_9.62,540.3307_9.62,361.9981_9.66,634.3337_9.95,566.3463_9.95
Plasma_neg_44,adequate , high,32,1,72240.2991,23712.6204,184601.2394,123673.5273,406874.6585,193615.0262,26682.0059,45591.6673,487315.2648,24652.1413,39059.7261,389487.0941,86432.8047,24254.9307,16561.7434,33922.9979,13766.6309,17611.1721,20152.0704,16964.9884,23809.9434,25643.6723,13835.8382,21212.3597,25245.4278,24564.7108,710834.2066,1031709.967,14330.2759,13033.2522,16552.3724,23747.828,11973.6106,120823.8753,35596.6413,67617.4225,79105.2099,52618.2648,19844.6447,28725.0213,40691.5387,18572.4549,13041.2648,28849.8269,76871.2793,27388.6963,30148.1297,231679.8093,229237.2815,375145.3968,161342.7779,45077.9397,82941.8089,102493.0625,63619.2018,60350.3685,68862.9771,213650.8566,27868.4281,87510.6463,46921.9351,81248.7149,27767.1578,70399.9831,62569.004,65197.5354,76879.1645,64257.3886,17974.1667,207026.1584,204960.7617,27395.7203,938574.1575,27924.1829,21750.2455,38929.2642,125640.7197,137896.7191,242079.6747,26505.1897,413180.2558,510766.5141,53725.4682,49278.2531,55886.8004,34110.5178,31418.5926,58194.2475,38505.739,61696.1517,30246.3771,92020.6494,17791.2091,39557.0686,72413.7655,30601.7461,26803.0934,23463.5875,27888.6507,19062.2288,20599.0317,86512.264,25719.0102,113636.1214,20882.8711,35675.1178,1880267.005,819721.1888,958111.8074,38934.4201,167398.4406,68133.4459,24313.0026,40494.3895,31937.6302,24457.0465,897092.1636,61393.1493,13415.4927,46341.4578,302826.2623,343144.9221,14718.9103,13162.3665,63143.8372,102332.3846,39202.2738,364550.5091,20424.5454,92606.19,27746.2314,733173.9483,38999.0808,54815.8408,470728.3072,43661.5411,550631.1683,25864.5397,20410.1765,173038.6183,23772.8239,180849.2253,14990.7804,788678.1498,26431.8541,5286.3263,38824.5918,38581.2623,48871.7285,44640.5206,42045.9354,121249.4411,150495.6931,132143.2907,669.8501,22846.385,239746.8392,35060.098,53928.0125,84496.5614,28273.8921,69371.406,,96700.5785,3323003.172,172551.4141,32671.2278,39398.2444,314216.6794,117471.8214,4938.215,24746.7101,25702.0935,14062.2697,33306.9987,73208.7318,20842.3866,22101.2236,41723.0474,18506.704,47438.0819,18683.7959,39990.694,519495.7419,83220.0418,138631.577,8071.5501,10463.3444,26926.7395,40080.8216,465406.5766,34237.9642,21800.9993,265761.4054
Plasma_neg_45,restricted , low,33,1,69376.1437,25260.9983,202138.3192,97205.3476,448024.9489,209177.8706,27364.1162,35647.1438,504451.5609,19657.8746,39107.8789,401312.6202,93119.9322,21908.4541,15202.2587,36835.8676,15524.1713,16600.0337,21473.501,19870.979,24404.7219,26207.9108,17306.8544,18853.9336,27816.2863,27567.226,722782.5488,1037441.709,14237.3427,12922.6061,15909.5462,24032.1748,13072.7276,123388.8963,32795.0721,67614.2222,79427.1125,54622.7747,22220.4979,32549.268,48323.6533,18175.9074,13417.138,25199.6737,78082.9602,27308.6704,30720.5307,233582.8194,236675.5308,369782.5319,169759.3528,42887.7669,81014.9498,108612.7809,63504.6321,64404.1752,70719.4495,214815.7249,26148.3816,91109.7453,47846.9972,78027.1587,31743.3223,72363.0219,65563.4205,66245.4589,84528.5878,68785.4279,19205.8026,211742.9475,218186.4831,24081.785,940208.0019,20955.393,32976.0803,37543.2124,126840.773,142926.953,274192.2636,28036.6754,460103.8822,566275.6837,63935.2107,51935.988,53998.6688,36431.1487,33520.1502,56520.4873,37896.4949,35676.6165,19262.8684,90833.6611,24785.506,33522.3366,112490.4092,32045.8824,30447.2713,17851.2655,36273.5492,27832.3987,35890.8408,93667.4986,32173.9404,187294.1509,25660.648,75980.7533,3888224.877,630617.359,1102344.308,63141.0186,255867.7669,43602.3576,20826.839,28211.7225,25381.2432,14443.3215,650738.7113,61442.6933,33022.2697,63278.7417,300925.3408,186285.0205,19457.3546,17582.4966,41342.6539,70560.4914,39119.859,398245.29,23723.7782,69050.8079,15882.52,426315.0145,30514.8345,34909.9089,335959.1478,48489.9388,630604.4811,30699.0739,20253.9925,199867.7391,28371.4923,136015.0855,16430.7203,529482.931,17515.7082,9127.485,32235.3654,31717.0405,40504.3673,39157.1305,82361.7589,232942.1403,246241.4012,112431.2379,1946.3404,27253.1543,155488.676,22922.6339,17376.0967,105925.794,21339.3367,4663.607,,11681.1562,3373090.962,177343.8252,31105.2937,35736.3755,48915.1432,120775.1864,12473.7311,26094.4198,10006.9758,21709.3537,51252.5484,72586.98,21402.0799,24459.7348,46331.6271,16441.3611,50420.1649,26148.0725,41964.1756,569637.6904,112080.9259,134264.6698,20893.9249,12023.7911,28104.3705,40453.1659,566962.1915,34969.0972,26914.2704,314874.7058
Plasma_neg_46,adequate , low,34,1,73434.5606,24566.3062,203398.472,109879.4627,438791.9158,203937.4264,30375.0285,41218.6726,504885.3464,21846.8102,36193.3034,385289.6291,89738.4281,20270.7177,12942.5454,46540.8795,16538.7026,16047.2108,18767.5528,18135.6996,21730.8589,22696.0771,15264.3895,21238.6079,29620.1758,28632.3793,706496.2763,1018203.72,14463.7408,13650.5647,13026.8757,21746.4551,13962.7277,118659.6489,33319.1918,62371.7549,75629.985,50772.1701,20373.1241,36911.5103,51356.8741,19417.4291,13931.7408,24358.4055,72020.4956,24473.9165,29409.9244,222459.4726,230211.5348,353165.4626,172881.3363,43297.7682,79588.7453,106700.158,59170.1573,59258.1818,68165.9913,222634.6205,25462.6783,84843.9837,46758.9493,77106.0858,32450.8479,69808.8537,62160.9858,65728.0176,65111.4828,73994.918,18710.518,216422.9435,230795.8831,21470.1488,1091107.168,35144.7197,18292.1103,43233.4013,133515.0611,148970.4756,286172.8032,29994.4882,487296.6477,609661.1707,67770.919,52486.9316,54329.6778,36745.4075,33683.4027,55099.7779,38704.9847,113676.8749,46874.2712,64346.2279,18471.7918,52748.1159,77096.2175,38664.6968,28649.1915,20099.3107,29753.2935,23511.4955,28359.1425,79149.5417,29293.5971,138511.2579,24699.67,46196.8152,2498618.847,758753.1851,1236875.448,55152.4284,138995.8397,65619.7981,25497.1666,34776.7841,34336.6171,25924.3269,982717.2999,74664.4769,41061.6076,49525.184,280436.3188,84696.3083,20127.448,18855.4902,54137.6417,84435.7549,36394.834,348740.8687,19668.284,118740.1046,30501.1833,746960.8661,39680.1871,74861.9269,451295.0772,40651.6875,522353.9217,29434.5536,20970.2171,216028.944,28430.1664,199378.2354,17371.2228,712824.182,25061.9167,7408.1803,39109.7163,59880.0578,58621.0812,57402.1663,59268.3794,164557.9243,174004.7345,269348.6674,777.4818,24424.5098,402807.7342,46987.6525,45782.9311,79330.1125,42610.8835,69116.8167,,14642.6759,3341183.487,169324.6177,30892.4175,36855.1128,129832.444,120913.7453,4282.9509,31140.1685,11905.0878,20622.7979,51871.0638,69354.7425,14488.7798,10717.7789,30117.9219,22009.5541,19372.8377,11283.3512,22864.5667,280304.6658,23685.6301,135096.0041,966.213,7406.7713,19599.4558,28202.7621,339282.0665,33256.5436,12962.0602,144844.5298
Plasma_neg_47,restricted , low,35,1,74599.1577,23626.1496,191965.075,111426.9577,425115.2169,197007.1346,28427.4215,42665.426,489528.4749,24696.7091,36389.4462,388215.4662,86742.7014,20078.2145,14946.6518,32486.6109,13121.1967,15660.2475,18617.19,17445.4499,22415.8929,24318.4087,14716.9249,13363.6952,24776.4151,22374.2408,697339.0311,1029776.299,14614.4319,12592.6879,15482.5825,23105.484,11324.6807,119642.4643,32696.8943,58179.3865,73087.0802,51357.9884,21182.8771,28910.3704,43816.9159,17517.5079,12084.8969,26433.453,73087.0799,26579.8147,30570.1816,217709.8228,227120.3614,353704.2058,162484.4916,43260.9477,78718.3191,99931.2566,59333.0271,56455.9258,67283.9798,208949.1828,23423.6005,82827.851,45467.6901,74569.7984,29483.3229,63345.1742,61203.9344,64342.7199,76012.886,65791.8013,17176.6528,203771.4559,214592.2891,27377.2592,920235.8603,29947.9594,20212.4351,38063.886,125554.1831,136408.6754,275550.0243,25713.546,467438.563,569213.5302,61935.5824,47545.6881,52467.5959,35055.8108,34329.0293,53106.5102,34898.1826,69635.5568,33239.4193,45376.2512,22563.8232,38747.925,93945.6813,53665.5295,41314.8119,14706.6154,37050.8489,38696.8395,42300.7149,105992.0613,23830.6707,153303.1312,28947.8175,60288.8784,3342823.276,775559.2273,1521956.32,69902.1461,145196.4766,50044.9576,24745.9625,33359.1418,33540.5439,20692.8862,816163.4434,68766.4462,34212.2085,63372.4928,261677.7411,239310.2222,16841.7623,17124.5897,48238.619,101585.371,35090.1213,330040.5423,19852.8061,111109.4488,28550.1399,692925.5794,33033.0942,57799.4802,499069.4305,44188.9374,562414.3269,25497.3723,22571.7108,205946.1636,29083.2874,134804.0427,19922.4621,907920.5453,36403.1305,5743.2964,33789.7815,52480.7711,48988.1722,59300.9753,59024.9761,161828.4914,189303.904,130436.7866,4557.3118,27894.3218,276840.9495,40201.9005,45286.4498,109437.098,34241.7184,16523.5052,,14129.6545,3350842.132,175774.3357,35242.9601,36811.502,97597.0241,122933.423,24992.0343,25307.3418,10323.4663,30129.3518,72115.5685,73389.9766,22361.189,23231.8616,45293.6122,15237.7195,45885.6424,23649.451,43440.9529,557145.3278,121373.7275,130806.8937,13333.2406,10801.7671,30754.0533,46345.7291,525646.4508,37712.1546,22908.1175,269931.1117
Plasma_neg_48,adequate , low,36,1,73535.5068,25250.0833,184209.5475,111239.1126,419176.4873,195173.7394,26218.0035,40911.3019,491497.3417,24098.5976,35614.522,399144.5283,92636.5123,18508.4262,18669.3349,30681.0287,16585.4393,17459.2062,19729.4265,19340.2994,21876.5348,25159.5995,14272.6231,18122.9485,21918.4579,23283.1827,703325.1643,1011676.319,15555.5193,11828.0885,14963.4626,23507.7889,13579.7711,120585.6469,34729.5151,64464.802,78922.8114,51032.3915,19882.3898,27520.1939,42980.4734,18153.6274,13318.8412,27083.3103,75387.9174,27702.1694,33286.7631,227943.6899,235579.7101,371205.5155,160756.3731,41785.3566,80368.7471,102192.2604,61548.6139,61515.479,69014.6693,212277.992,24778.5967,89264.6292,46165.1328,75523.0221,29566.9318,65917.3387,60916.206,65186.6847,77923.1392,65523.2881,17009.4125,202776.2164,213618.7412,24016.4452,916329.6597,23957.0712,25244.9961,38346.5116,122492.247,140368.6098,245120.3532,25557.9474,404255.9946,509536.2302,54227.0844,51698.8985,52797.5974,30333.0803,33164.4373,58392.6188,35475.1963,32200.9686,16847.2531,92046.0973,20077.0234,52033.2329,113945.949,17642.0798,26248.1892,23369.1342,21401.4692,15583.6645,22196.8907,97992.4781,34318.3513,215102.0748,32327.2225,83316.2728,4479550.169,475687.1451,887702.204,53870.3405,161944.727,68948.419,29399.4643,43028.67,24896.1361,21548.9597,947700.254,35800.6648,21764.3858,56021.912,353994.6358,283793.9065,12527.7917,9639.2897,72578.9018,84096.0876,51451.323,504635.4857,23340.2371,75471.6713,31257.2135,732657.3477,39354.7291,57141.8217,430478.6997,45785.661,606654.0539,30838.1048,21084.3368,132389.1574,17886.587,158605.6353,11974.8587,663381.2841,24779.0982,6203.6475,38144.0931,60910.4485,41428.8894,39500.4327,43938.4336,121761.7527,160049.5324,128425.34,7095.7944,21375.8199,150998.2071,31845.5875,59957.8557,78468.7208,29522.4986,117275.3101,,43545.6824,3300061.179,170735.9504,32114.4956,39177.7458,331960.9913,123670.7903,35077.1753,30313.1263,68083.9762,46647.3255,115619.618,74366.6355,20636.737,21890.0855,45332.569,20111.697,60211.2843,21179.6512,42924.6829,579740.0177,97616.445,129404.458,12589.0472,11609.6694,30193.94,40794.9689,552839.8309,34253.0445,22148.1405,277556.1896
QC-1_neg_3a,QC , QC,37,1,75989.9803,23117.3883,198325.3658,117236.8101,436371.7177,201742.4415,25976.5458,48905.7862,508230.443,25708.3204,38201.4911,382105.574,90592.2864,22856.0262,16325.4918,43239.8388,17240.1805,16964.1481,20669.7084,21641.7337,23857.8342,24513.0992,15964.5714,22147.4057,26539.3089,26285.0215,731037.7621,1051656.239,14899.1299,14666.2219,17558.4999,25224.6012,14434.0951,123786.8032,35966.6778,62934.5186,79913.4264,49678.7602,22277.5801,36138.5589,50602.3275,16992.0772,14554.5862,28558.9457,78364.9577,25969.5104,31444.8738,231369.8206,239865.1744,374095.9179,174237.1896,47951.1479,84556.1675,109881.7147,64796.7922,59372.2653,70715.5216,230444.6277,26538.4231,91706.5061,50574.1477,75987.5131,33665.2779,71835.1462,65316.6191,64424.2712,78416.3936,70476.6764,16628.9251,220929.5261,221271.7309,29388.4826,1022334.388,32084.5141,36038.9768,44133.347,140599.8906,148232.753,268766.3725,29645.5122,466836.8158,572425.6614,62250.7576,54722.4562,59093.5207,37089.6046,35373.9728,59732.304,40052.5667,26809.3585,14021.1728,73624.7085,20921.4979,40222.5985,103172.5227,50498.4276,46247.372,17065.7601,42062.1547,29541.9018,35723.0063,125372.9415,37192.0166,161265.0399,26622.2588,71524.2925,3255366.323,585008.2293,978121.291,50194.171,224793.8316,61911.6225,28068.4377,37753.6329,25826.091,21439.1871,826929.6711,71281.3212,14967.6288,82069.132,277852.0624,160758.5402,26845.3421,22740.5979,59735.2464,90861.7906,37178.8056,368115.0045,20349.3789,75600.7005,27181.8474,665838.5226,37255.4782,52065.6609,415117.9013,52509.1703,640311.3768,31501.0635,18987.4883,1107130.202,151487.5333,225041.5606,17745.3328,624902.8853,17072.866,22765.6982,29272.0117,38826.4416,37370.1051,40158.5463,56902.0016,158407.6448,174833.8063,152559.5468,21796.8001,23084.195,228554.6418,32008.899,26176.4959,83049.9627,36743.0896,47296.0131,47523.17,56494.8893,3437015.315,172556.8144,34640.7413,38395.843,172388.0406,121706.6324,58897.3045,25933.345,34803.0034,29891.742,67944.6869,77870.8899,19008.3922,21380.4944,36109.1679,23519.8442,45869.2283,23373.4429,37016.2493,539483.1582,138702.3632,134003.8136,20099.328,12347.0497,28893.9824,44911.6199,548629.9656,30885.4927,22544.9469,284453.1756
QC-2_neg_3a,QC , QC,38,1,69067.1826,26135.155,201688.1205,122872.369,442161.2035,202220.8714,29920.4901,52750.652,521753.8305,27389.9167,40522.4628,377424.0306,91718.8927,22076.9067,13760.1352,42068.4521,16325.7792,17623.5389,20474.885,20693.6004,23637.6143,24685.638,12954.1847,21763.149,21886.9673,23536.254,726916.3829,1049401.928,15705.2949,14206.6263,18702.9267,23934.0034,12447.1002,123316.2622,33419.9942,62475.3902,74661.8231,50320.3647,19664.1263,30546.4316,48368.7313,18044.4134,9775.0705,26169.3419,73952.1581,26305.2304,32132.7876,221983.1603,239990.4823,363691.7518,169258.0196,47199.2271,79868.075,111076.7933,59172.5282,58992.4687,70427.3792,230604.4795,23299.6935,84984.543,49669.1392,77043.9889,29343.4468,64223.7422,61485.1602,64290.2634,76161.9395,63627.3515,16249.2758,214156.8977,222846.8601,27232.707,1004305.845,34582.7483,27621.4504,40834.3156,136199.2191,154422.2994,280395.4587,27008.8876,473207.6334,581866.9302,51854.7368,55700.241,59563.4825,31442.8551,41139.021,59013.4686,35659.2175,46302.9932,21026.3219,124302.1664,21390.1671,43602.4261,105516.3054,36393.0696,56944.4936,22399.5572,50883.3886,30971.6686,53379.4636,125177.2725,21755.2951,130201.8822,21710.0539,66817.41,3179479.346,865805.2768,1607881.122,62318.4022,202431.9988,49528.658,25254.1743,30144.2494,22938.9752,20081.0655,817110.3208,71345.1492,28458.5669,76299.244,252579.8665,138465.3547,26965.4169,25465.6166,101781.4631,87711.6295,38793.8379,361172.0106,21177.1046,80145.1507,27722.841,670553.3034,38647.0521,52538.1105,425458.3839,46891.0126,583089.6407,30321.5303,21794.564,1122870.698,149573.139,212699.21,17214.1575,633512.1148,18699.9043,20260.4671,28912.5524,39893.9389,37437.7336,41641.1677,51169.9688,155031.4467,172708.6238,149645.9839,29930.7225,22097.0547,230190.8099,35859.059,26886.4392,76166.2924,33813.7478,47033.5993,46515.1066,54963.4711,3414632.477,171043.85,30399.5191,37689.1376,176153.2001,119924.9888,61529.2695,29682.6078,41459.3202,33777.4635,74848.6857,78512.7555,20704.4323,22658.3087,36011.1474,19879.7807,55319.7155,24972.0838,37382.6798,583256.5917,159440.4777,135114.6599,20086.1901,14164.3108,32304.0407,53952.3969,663997.3369,38379.2516,27568.5787,320011.5758
QC-3_neg_3a,QC , QC,39,1,73350.1824,24506.9395,200557.7516,127665.4262,444655.6999,203229.2663,28534.5635,48498.104,519032.6076,26246.0746,40510.9128,381807.6497,88853.5831,20929.7736,16198.1625,39447.2346,16373.8817,19210.3601,20407.8377,21684.568,24715.1549,25297.6731,16559.8735,22737.9234,22852.5045,23686.4625,741697.9986,1057546.18,15735.6078,13389.336,18252.135,24848.329,13599.5018,128455.5109,35597.4794,65480.8436,79045.3321,52487.1201,20455.0268,34047.0924,48650.1897,19365.4369,12234.9113,25896.5341,80800.5494,24374.0561,30478.3152,226753.9284,235530.1178,370598.086,172258.1347,47964.6999,82726.509,107205.7288,61817.5666,59966.4835,72538.694,223434.9791,27503.8308,89241.7914,49152.2911,76595.561,31061.2304,68625.6765,64285.8312,65089.4965,79293.461,69788.7586,17057.9081,215507.5268,222510.1927,26525.3492,1018796.935,33460.2253,48537.9751,40583.1792,124774.539,137950.3153,257776.2835,27571.5234,432321.4421,530592.0388,57199.8791,52073.8383,55452.774,30187.6811,33388.8409,52697.6306,33924.6176,29556.3263,17819.2835,71704.5737,20199.0745,36973.422,99556.5209,51461.8929,46176.4302,16576.2872,45206.5968,49642.6456,55561.6057,118519.2193,18842.6712,142853.1086,24906.6227,57741.6577,3218362.273,1016741.079,1494990.31,61219.8901,208564.3474,51745.9051,23809.2155,32260.5709,28367.1752,19459.0879,783683.5071,73048.5397,17791.3635,77340.761,252631.5997,173895.8121,32723.1916,30622.9799,71318.7718,89062.224,35222.5086,354071.8918,19047.2212,77427.7287,24372.4119,672726.3072,36650.5301,52160.2273,424434.585,49609.9118,593485.4291,30722.2849,19583.4285,1116132.495,153385.6852,210785.98,17951.527,644595.6569,21144.0785,16007.4124,14462.0942,36677.2539,37525.2135,38826.7469,56271.3151,155232.3551,173221.9396,155206.9194,32513.6812,21266.8589,231634.211,31492.7747,26548.7009,78079.2063,31439.1701,48007.501,49720.038,53133.0889,3473543.568,176368.9669,32028.696,41305.7484,173183.8371,118921.2861,59954.9359,25251.7252,36445.5456,26163.6483,71023.4346,73008.2352,17022.9219,19486.3165,35674.8236,23037.1601,35900.9607,18822.7949,36120.5684,495372.0793,134477.3081,127207.7905,13437.2931,10288.5594,22328.9823,37594.5437,444436.838,32235.9318,20399.019,236304.2678
QC-4_neg_3a,QC , QC,40,1,69468.2843,24913.7567,193866.004,129177.5304,432386.9501,199859.9394,27984.9437,52055.6033,507521.2563,27952.1497,39656.0444,372415.8977,89621.8546,24502.3942,17035.5743,38155.8678,16614.81,18093.6397,18910.4183,21374.4088,22469.2451,23390.9691,14014.2692,18371.2969,25221.9377,24992.1044,714164.0785,1038738.778,14819.7062,10797.6084,17433.0713,25040.0784,14026.798,123287.5254,35934.2835,62216.1664,73252.4603,52142.7932,17988.5267,30403.4491,47619.6635,20963.2292,14066.9574,26530.2853,77409.99,24705.14,30535.4992,222956.8934,232928.3134,356917.854,166718.5576,44140.2841,79144.9823,104179.159,59347.3686,57472.134,69386.1909,217603.9486,27799.3287,87476.9307,46147.8165,76676.6089,30694.0533,63407.2107,61259.0317,62421.3089,74284.6925,68372.6692,18226.3605,207747.0222,215793.7361,28618.9061,980342.1444,34916.528,41025.8906,36639.2869,128713.5332,134494.4775,269488.3806,27097.1761,453379.1747,548098.6962,61486.6278,51558.9213,54404.3382,33361.0569,30615.4493,58048.6394,31146.0196,64919.8297,32973.1522,61269.6116,22033.2864,38955.9248,103119.7358,48412.2165,42547.0075,17792.2687,50726.3237,45571.4801,50640.7569,122599.0755,22764.4205,134288.2978,26819.5272,62612.8394,3255689.315,969775.4786,1436457.743,66222.4771,196168.2438,49104.1192,20858.6088,31233.0127,27263.7382,19862.2873,756846.9305,74784.7052,28294.4649,79564.0595,250411.6463,173759.0971,20065.4629,18574.6624,66254.7731,90590.7485,36564.4017,356036.936,21089.4628,72884.4616,22492.9397,647372.8368,36005.2087,49561.4076,425245.2402,46163.6831,586442.5064,30113.0611,19534.7082,1129073.123,150667.7402,215653.2316,16041.8993,633587.3544,16296.4462,20550.6411,26966.5743,36490.7431,36655.3753,37503.0611,52813.8715,158218.3461,177717.0469,151621.2911,7851.4804,22131.1592,232606.9959,34556.3644,27773.3165,79392.4018,33999.3322,44948.4285,46941.8903,59402.4978,3454607.352,174039.8437,34041.2004,40015.0824,169825.2995,113315.3371,60448.4958,25194.9928,36344.3593,30760.5872,72269.7916,73327.5657,23992.1112,22675.7648,41515.7666,16848.3939,43844.0154,19792.1636,38472.4834,533479.8213,126690.8936,133947.9393,17841.4567,10360.4879,26334.3077,42813.56,520401.8224,36839.9147,19813.9182,283390.0454
Plasma_neg_49,restricted , high,41,1,75501.6865,26713.416,185596.6772,108143.2389,408964.7955,191127.3926,27903.9127,43247.67,479259.9137,17957.1105,36498.101,409160.215,90865.0644,25027.076,19406.5714,27516.3964,13508.9562,16677.9106,22058.1501,19015.6498,27128.6571,27742.8209,17354.0611,14988.8736,19294.3295,19030.1891,707579.5943,1008585.92,12265.6019,10169.7677,14411.9433,22640.1718,11569.353,126460.4805,36523.8852,68429.1484,81608.8851,55471.6673,23854.8945,26577.6079,37879.7285,20655.7922,11051.9876,29185.0454,81364.4558,27491.5065,28565.1642,246825.3511,242006.3268,391032.0849,163184.9115,45791.8328,84929.7143,100867.881,64496.8799,63672.6102,73977.2424,210028.1716,24422.4532,90582.2844,47001.4091,78022.3669,33458.7625,65884.3857,66269.3702,63505.4735,83313.0506,66161.5241,13181.577,195949.3113,205031.643,27900.7034,787082.8935,18900.3004,20425.8607,38265.74,118259.3877,134358.5111,233467.7053,23935.1554,398860.0609,499853.3285,52627.6056,52644.0974,55200.6151,34922.1274,35038.1001,59792.7575,38169.2181,35120.6187,17712.9071,89648.3403,14305.5803,41769.2998,66396.9908,60342.9051,42539.4011,16561.0631,24905.4835,17510.4893,23353.0349,90491.8327,35616.5688,123887.2688,22207.6048,33556.355,1673124.141,776324.565,700944.6862,37675.6005,192546.3838,80336.4635,30929.9251,43339.5962,26580.9321,26936.4051,1013854.504,70467.7776,11256.0277,54954.2962,284971.6895,163737.3416,13556.1199,12655.2457,40675.137,103091.0211,32324.5981,320457.4126,19364.4591,74236.5289,29607.1756,698036.3328,39387.9381,51088.6696,411414.6632,49625.7649,610090.5865,31846.3822,18137.8162,165001.9529,22119.3873,161297.6111,15472.4049,807363.3129,34512.511,5965.0877,36416.3337,29304.414,16652.8813,46425.275,34174.5693,101496.1501,120936.0149,69242.8079,49249.5098,18674.3932,124194.1828,31184.1427,13028.6043,84431.7972,26531.3915,14028.1686,,34744.8249,3338202.438,174945.1707,33432.2183,35395.0029,98451.1838,119172.5488,9563.5414,21685.8136,15314.2042,10617.3749,26834.9322,75016.1034,17445.1345,23220.8698,30052.6487,16843.0979,49742.4078,21789.4643,33768.1807,492718.7995,134577.8362,132577.1801,21257.4182,8847.7553,24159.9733,31947.6185,408435.882,33400.1872,22228.7215,227900.028
